Street Name
רחוב רבי תנחום
רחוב רביבים
כיכר רבין יצחק
כיכר 1295
"לא עיר רבין יצחק - פ""ת"
לא עיר 6553
רחוב רבינא
"רחוב רבינוביץ שפ""ר"
"סמטת רבינוביץ שפ""ר"
סמטת 369
רחוב רביקוביץ' דליה
רחוב רבן גמליאל
רחוב רבנו חננאל
רחוב רבנו ירוחם
רחוב רבנו תם
רחוב רבניצקי
גשר רגלי מעל הירקון
גשר 9053
רחוב רדינג
גשר רדינג (ווקופ)
גשר 9021
רחוב רובין ראובן
שביל רובין שלמה
שביל 1038
רחוב רובינא חנה
רחוב רובינשטיין ארתור
רחוב רובינשטין יצחק
רחוב רודנסקי שמואל
רחוב רוזאניס
רחוב רוזוב
רחוב רוזין יהושע
רחוב רוזן פנחס
רחוב רוזנבאום
"רחוב רוזנבלום הרצל ד""ר"
רחוב רוזנבלום יאיר
רחוב רוזנבלט צבי
רחוב רוזנפלד שלום
רחוב רוחמה
רחוב רוטלוי דוד
רחוב רוטנשטרייך
שדרות רוטשילד
שדרות 8
רחוב רויגו אברהם
רחוב רוממה
רחוב רומן רולן
רחוב רומנו מרדכי
רחוב רומנילי
רחוב רוני
רחוב רוסלאן
רחוב רופא המחתרות
רחוב רופין
שדרות רוקח ישראל
שדרות 2051
גשר רוקח נמיר
גשר 9016
רחוב רוקח שמעון
רחוב רות
רחוב רזי
רחוב רזיאל דוד
רחוב רחל
רחוב רטוש יונתן
"רחוב רי""ז"
"רחוב ריב""ל"
רחוב ריבולוב מנחם
חניון רידינג מערבי
חניון 6004
רחוב רייך
רחוב ריינהרט מקס
רחוב ריינס
רחוב רייס רפאל
רחוב רייפמן
רחוב רייק חביבה
רחוב רילף יצחק
רחוב רינגלבלום
רחוב ריש גלותא
מ.ברזל רכבת קלה קו אדום
מ.ברזל 5002
רחוב רכטר זאב אדר'
"רחוב רלב""ג"
"רחוב רמב""ם"
"לא עיר רמב""ם(גבעתיים)"
לא עיר 6569
רחוב רמבה אייזיק
רחוב רמברנדט
רחוב רמה
רחוב רמות נפתלי
רחוב רמז דוד
"רחוב רמח""ל"
לא עיר רמפה חולון דרומי
לא עיר 6533
"רחוב רנ""ק"
רחוב רענן
רחוב רפידים
רחוב רצאבי זכריה
רחוב רצון
רחוב רקנאטי ליאון
"רחוב רש""י"
"לא עיר רש""י - ר""ג"
לא עיר 6526
"רחוב רשי""ף (ר' שמואל יוסף פין)"
רחוב רשף
רחוב רשפים
"רחוב ש""י"
"רחוב ש""ץ"
רחוב שאגאל מארק
שדרות שאול המלך
שדרות 788
כיכר שאקי אבנר פרופ'
כיכר 2414
רחוב שאר ישוב
רחוב שארית ישראל
רחוב שבזי
סמטת שבזי
סמטת 450
רחוב שבח
רחוב שבט
רחוב שבט אשר
רחוב שבט בנימין
רחוב שבט גד
רחוב שבט דן
רחוב שבט יוסף
רחוב שבט יששכר
רחוב שבט ראובן
רחוב שבט שמעון
רחוב שבטי ישראל
רחוב שביב
רחוב שביל החלב
סמטת שבע השקמים
סמטת 360
גשר שבע טחנות
גשר 9074
רחוב שבתאי
רחוב שבתאי יעקב
רחוב שגב
"רחוב שד""ל"
רחוב שדה יצחק
"לא עיר שדה יצחק - פ""ת"
לא עיר 6560
רחוב שדמי נחום
רחוב שוהם מתתיהו
רחוב שוהם צילה
רחוב שויצר דוביד
רחוב שולמית
שביל שולמן קלמן
שביל 1036
רחוב שונצינו
רחוב שוסטקוביץ' דמיטרי
חניון שוק סיטונאי
חניון 6001
רחוב שוקן זלמן
רחוב שור משה פרופ'
רחוב שורר חיים
"רחוב שז""ר זלמן"
"רחוב שח""ל"
רחוב שטיבל
רחוב שטיין
רחוב שטיינר יורק
רחוב שטינברג
רחוב שטינמן אליעזר
רחוב שטינשנידר
רחוב שטנד
רחוב שטראוס
רחוב שטרוק
רחוב שטרייכמן יחזקאל
רחוב שטריקר
רחוב שטרן אברהם (יאיר)
רחוב שטרן אייזק
כיכר שטרן מרדכי
כיכר 2214
רחוב שטרנהרץ
"רחוב שי""ר"
רחוב שיבולים
רחוב שיבת ציון
כיכר שיח בסאם אבו זיד
כיכר 3950
רחוב שיטרית בכור
רחוב שילה
רחוב שילר שלמה
רחוב שינדלר אוסקר
רחוב שינמן פנחס
רחוב שינקין מנחם
רחוב שיפר
רחוב שיק ארתור
משעול שירה
משעול 1266
"רחוב שירן ויקי ד""ר"
"רחוב של""ג"
רחוב שלבים
רחוב שלוחות
רחוב שלום גרשום
רחוב שלום עליכם
רחוב שלומציון המלכה
רחוב שלונסקי אברהם
רחוב שלוש
סמטת שלוש
סמטת 549
רחוב שלוש משה
רחוב שלושת החיצים
רחוב שלזינגר
"לא עיר שלם - ר""ג"
לא עיר 6537
דרך שלמה
דרך 414
רחוב שלמה המלך
רחוב שלמון
רחוב שם הגדולים
כיכר שמאלי אליעזר
כיכר 1324
רחוב שמגר
רחוב שמואל בן עדיה
רחוב שמואל הנגיד
רחוב שמואל ירחינאי
רחוב שמחה
רחוב שמי יחיאל
משעול שמידט יוסף
משעול 1317
רחוב שמיר
מעלה שמיר משה
מעלה 2372
רחוב שמעון בן גמליאל
רחוב שמעון בן עזאי
רחוב שמעון בן שטח
סמטת שמעון הבורסקי
סמטת 3439
רחוב שמעון הצדיק
רחוב שמעון התרסי
רחוב שמעוני דוד
רחוב שמעיה
רחוב שמרלינג
רחוב שמשון הגיבור
כיכר שנברג ארנולד
כיכר 2373
רחוב שניאור זלמן
רחוב שניצלר
רחוב שניצר שמואל
רחוב שניר
רחוב שנקר אריה
רחוב שער הגיא
רחוב שער ציון
רחוב שערי ניקנור
רחוב שערי תשובה
רחוב שפיה
רחוב שפינוזה
רחוב שפירא ישראל
רחוב שפירא צבי הרמן
רחוב שפע טל
רחוב שפרינצק
רחוב שפתי ישנים
רחוב שקד
רחוב שרון אריה אדר
רחוב שריד
רחוב שרים אליהו הרב
סמטת שרירא
סמטת 3759
רחוב שרירא גאון
"רחוב שרמן משה ד""ר"
רחוב שרעבי
רחוב שרעבי שלום
רחוב שרשים
רחוב שרת משה
חוף שרתון דתיים (נפרד)
חוף 7305
חוף שרתון מעורב (מציצים)
חוף 7304
רחוב ששון
שדרות ששת הימים
שדרות 4146
רחוב שתולים
רחוב שתי האחיות
"מ.ברזל ת""א - בני ברק"
מ.ברזל 5001
"מ.ברזל ת""א - חיפה"
מ.ברזל 5000
רחוב תבואות הארץ
רחוב תבין אלי
רחוב תג'ר ציונה
רחוב תדהר דוד
רחוב תובל
רחוב תוספתא
רחוב תוצרת הארץ
רחוב תושיה
רחוב תות
רחוב תחכמוני
סמטת תחכמוני
סמטת 448
רחוב תירוש
רחוב תל ברוך
חוף תל ברוך דרום
חוף 7303
חוף תל ברוך צפון
חוף 7317
רחוב תל גבורים
רחוב תל חי
רחוב תמוז
רחבה תמיר יוסף
רחבה 2419
רחוב תמיר שמואל
רחוב תמנע
רחוב תמריר
סמטת תעוז
סמטת 1126
גשר תערוכה חדש
גשר 9063
רחוב תפוח
רחוב תקוע
רחוב תרדיון
"רחוב תרמ""ב"
"שדרות תרס""ט"
שדרות 343
"רחוב תרפ""א"
"רחוב תרצ""ו"
רחוב תרצה
"רחוב תש""ח"
רחוב תשבי
רחוב תשרי
